epoch,lr-AdamW,step,train_loss,val_loss,val_tc_mae_K
10,,1489,0.5581856369972229,,
10,,1499,0.6132451891899109,,
10,,1509,0.695915162563324,,
10,,1519,0.56409752368927,,
10,,1529,0.32479608058929443,,
10,,1539,0.9081779718399048,,
10,,1549,0.5765670537948608,,
10,,1559,1.3100080490112305,,
10,,1569,0.6637163758277893,,
10,,1579,0.6632047891616821,,
10,,1589,0.8242014050483704,,
10,,1594,,0.6451629996299744,5.712207794189453
,0.000992554663077387,1595,,,
11,,1599,0.5508044958114624,,
11,,1609,0.5529277324676514,,
11,,1619,0.7877669930458069,,
11,,1629,1.091738224029541,,
11,,1639,0.42281314730644226,,
11,,1649,0.8209836483001709,,
11,,1659,0.43738287687301636,,
11,,1669,0.25877755880355835,,
11,,1679,0.4338705539703369,,
11,,1689,0.486405611038208,,
11,,1699,1.0461997985839844,,
11,,1709,0.3763110935688019,,
11,,1719,0.4091493785381317,,
11,,1729,0.3927115201950073,,
11,,1739,0.5055405497550964,,
11,,1739,,0.6388170719146729,4.94081449508667
,0.0009911436253643444,1740,,,
12,,1749,0.411975622177124,,
12,,1759,0.8409373760223389,,
12,,1769,0.49251019954681396,,
12,,1779,0.3266637325286865,,
12,,1789,0.5448583364486694,,
12,,1799,0.5501015186309814,,
12,,1809,0.6499832272529602,,
12,,1819,0.7687739133834839,,
12,,1829,0.661953866481781,,
12,,1839,0.33773958683013916,,
12,,1849,0.33439725637435913,,
12,,1859,0.6556576490402222,,
12,,1869,0.49223414063453674,,
12,,1879,0.7305134534835815,,
12,,1884,,0.6087474822998047,4.633853435516357
,0.0009896114053108828,1885,,,
13,,1889,0.3990710973739624,,
13,,1899,0.378753662109375,,
13,,1909,0.42632609605789185,,
13,,1919,1.505041480064392,,
13,,1929,0.4179811477661133,,
13,,1939,0.4133501946926117,,
13,,1949,0.5940609574317932,,
13,,1959,0.5748806595802307,,
13,,1969,0.6906566619873047,,
13,,1979,1.8292458057403564,,
13,,1989,0.25708603858947754,,
13,,1999,0.5505473613739014,,
13,,2009,0.7655279636383057,,
13,,2019,1.5285249948501587,,
13,,2029,0.14382731914520264,,
13,,2029,,0.6073312759399414,4.694606781005859
,0.0009879583809693736,2030,,,
14,,2039,0.2378406822681427,,
14,,2049,0.523047149181366,,
14,,2059,1.4262032508850098,,
14,,2069,0.6270229816436768,,
14,,2079,0.3462330102920532,,
14,,2089,1.1800134181976318,,
14,,2099,0.5966832637786865,,
14,,2109,0.5884296894073486,,
14,,2119,0.7512317895889282,,
14,,2129,0.5891925692558289,,
14,,2139,0.3044635057449341,,
14,,2149,0.4588334858417511,,
14,,2159,0.5313383936882019,,
14,,2169,0.8112009763717651,,
14,,2174,,0.5839861631393433,4.437368869781494
,0.0009861849601988382,2175,,,
15,,2179,0.3269124925136566,,
15,,2189,0.3066662549972534,,
15,,2199,1.1066288948059082,,
15,,2209,1.3278958797454834,,
15,,2219,0.507264256477356,,
15,,2229,0.6340281963348389,,
15,,2239,0.3629576563835144,,
15,,2249,0.4590332508087158,,
15,,2259,0.5795928239822388,,
15,,2269,1.3440569639205933,,
15,,2279,0.6075416803359985,,
15,,2289,0.2460862100124359,,
15,,2299,0.4375878572463989,,
15,,2309,0.5831500291824341,,
15,,2319,0.7513036131858826,,
15,,2319,,0.5825852155685425,5.240665435791016
,0.0009842915805643154,2320,,,
16,,2329,0.4115346074104309,,
16,,2339,0.7782577276229858,,
16,,2349,0.1698693186044693,,
16,,2359,0.733858585357666,,
16,,2369,0.5163223147392273,,
16,,2379,0.7140687704086304,,
16,,2389,0.9716719388961792,,
16,,2399,0.8883469104766846,,
16,,2409,1.160453200340271,,
16,,2419,0.3024754524230957,,
16,,2429,0.76188725233078,,
16,,2439,0.506302535533905,,
16,,2449,0.5097930431365967,,
16,,2459,0.9887328147888184,,
16,,2464,,0.5736405253410339,5.0984978675842285
,0.000982278709228899,2465,,,
17,,2469,0.5299109816551208,,
17,,2479,1.1238375902175903,,
17,,2489,0.3125912547111511,,
17,,2499,0.6266260147094727,,
17,,2509,0.43226808309555054,,
17,,2519,0.33350348472595215,,
17,,2529,0.5178267955780029,,
17,,2539,0.8867954015731812,,
17,,2549,0.7733774781227112,,
17,,2559,0.5145453214645386,,
17,,2569,0.47513341903686523,,
17,,2579,1.0668596029281616,,
17,,2589,0.26653897762298584,,
17,,2599,0.5329124927520752,,
17,,2609,1.8850659132003784,,
17,,2609,,0.5457464456558228,5.502412796020508
,0.0009801468428384714,2610,,,
18,,2619,0.21524330973625183,,
18,,2629,0.7423061728477478,,
18,,2639,0.7096679210662842,,
18,,2649,1.119232416152954,,
18,,2659,0.4012870788574219,,
18,,2669,0.361709326505661,,
18,,2679,0.8479157090187073,,
18,,2689,0.3586714267730713,,
18,,2699,0.6965339183807373,,
18,,2709,0.6401229500770569,,
18,,2719,0.6591881513595581,,
18,,2729,0.4313179552555084,,
18,,2739,0.2974078059196472,,
18,,2749,0.32756710052490234,,
18,,2754,,0.5391486287117004,4.382384300231934
,0.0009778965073991648,2755,,,
19,,2759,0.5678852796554565,,
19,,2769,0.7476704120635986,,
19,,2779,0.3888179361820221,,
19,,2789,0.5563726425170898,,
19,,2799,0.7455130815505981,,
19,,2809,0.744696855545044,,
19,,2819,0.4761287569999695,,
19,,2829,0.23503020405769348,,
19,,2839,0.38264691829681396,,
19,,2849,0.454796701669693,,
19,,2859,0.8911710977554321,,
19,,2869,0.5011245012283325,,
19,,2879,0.5286242961883545,,
19,,2889,0.1824760138988495,,
19,,2899,0.1554928570985794,,
19,,2899,,0.5250771641731262,4.387719631195068
,0.0009755282581475766,2900,,,
20,,2909,0.2849540710449219,,
20,,2919,0.6182833909988403,,
20,,2929,0.5938471555709839,,
20,,2939,0.5144758224487305,,
20,,2949,0.5410531759262085,,
20,,2959,0.9593987464904785,,
20,,2969,0.31017616391181946,,
20,,2979,0.6870574951171875,,
20,,2989,0.9387049674987793,,
20,,2999,0.4728739857673645,,
20,,3009,0.8132966160774231,,
20,,3019,0.2834286689758301,,
20,,3029,0.8286042809486389,,
20,,3039,0.31192415952682495,,
20,,3044,,0.5622336864471436,4.342955112457275
,0.0009730426794137723,3045,,,
21,,3049,1.5365397930145264,,
21,,3059,0.3365534842014313,,
21,,3069,0.29943421483039856,,
21,,3079,0.4364287257194519,,
21,,3089,0.5296575427055359,,
21,,3099,0.20476296544075012,,
21,,3109,1.2151610851287842,,
21,,3119,0.6545878648757935,,
21,,3129,0.3092554807662964,,
21,,3139,0.5293607711791992,,
21,,3149,0.4226481318473816,,
21,,3159,1.3378171920776367,,
21,,3169,0.25041908025741577,,
21,,3179,0.35556676983833313,,
21,,3189,1.687352180480957,,
21,,3189,,0.5173744559288025,4.689211845397949
,0.0009704403844771124,3190,,,
22,,3199,0.9083201885223389,,
22,,3209,0.4205091893672943,,
22,,3219,0.5875006318092346,,
22,,3229,0.4110472500324249,,
22,,3239,0.2820083200931549,,
22,,3249,0.7385166883468628,,
22,,3259,0.8312675356864929,,
22,,3269,0.4170204699039459,,
22,,3279,0.6178490519523621,,
22,,3289,0.6615492105484009,,
22,,3299,0.5966620445251465,,
22,,3309,0.8146964907646179,,
22,,3319,0.5232341289520264,,
22,,3329,0.41654497385025024,,
22,,3334,,0.5335507392883301,4.305441379547119
,0.0009677220154149334,3335,,,
23,,3339,0.3009952902793884,,
23,,3349,0.7534444332122803,,
23,,3359,0.23634102940559387,,
23,,3369,0.4129523038864136,,
23,,3379,0.5814963579177856,,
23,,3389,0.7190321683883667,,
23,,3399,0.39114704728126526,,
23,,3409,0.5655980110168457,,
23,,3419,0.23131105303764343,,
23,,3429,0.6531832814216614,,
23,,3439,0.36290687322616577,,
23,,3449,0.2572019100189209,,
23,,3459,0.4541153311729431,,
23,,3469,0.4876047670841217,,
23,,3479,1.0276288986206055,,
23,,3479,,0.5322231650352478,4.7586350440979
,0.0009648882429441253,3480,,,
24,,3489,0.2753780782222748,,
24,,3499,0.6861372590065002,,
24,,3509,0.3502149283885956,,
24,,3519,0.4234975576400757,,
24,,3529,0.4653613567352295,,
24,,3539,0.4908066391944885,,
24,,3549,0.44949662685394287,,
24,,3559,0.3115232288837433,,
24,,3569,0.449604868888855,,
24,,3579,0.601735532283783,,
24,,3589,0.16612815856933594,,
24,,3599,0.4719047546386719,,
24,,3609,0.31209033727645874,,
24,,3619,0.845929741859436,,
24,,3624,,0.48882684111595154,4.184293746948242
,0.000961939766255643,3625,,,
25,,3629,0.30184853076934814,,
25,,3639,0.545504093170166,,
25,,3649,0.6208277344703674,,
25,,3659,0.3674132227897644,,
25,,3669,0.46884164214134216,,
25,,3679,0.49779266119003296,,
25,,3689,0.5710967779159546,,
25,,3699,0.9432206749916077,,
25,,3709,0.7769038677215576,,
25,,3719,0.5578176975250244,,
25,,3729,0.32778286933898926,,
25,,3739,0.17758828401565552,,
25,,3749,0.5419047474861145,,
25,,3759,0.35924577713012695,,
25,,3769,0.23581528663635254,,
25,,3769,,0.4983198344707489,4.36854362487793
,0.0009588773128419901,3770,,,
26,,3779,0.1974351853132248,,
26,,3789,0.5246407389640808,,
26,,3799,0.4201076030731201,,
26,,3809,0.4969715476036072,,
26,,3819,0.7386221885681152,,
26,,3829,0.3291719853878021,,
26,,3839,0.4274037480354309,,
26,,3849,0.30908268690109253,,
26,,3859,0.24887017905712128,,
26,,3869,0.5644353628158569,,
26,,3879,1.0400948524475098,,
26,,3889,0.2443639636039734,,
26,,3899,0.39605528116226196,,
26,,3909,0.48291486501693726,,
26,,3914,,0.501088559627533,4.731171131134033
,0.0009557016383177221,3915,,,
27,,3919,0.36103880405426025,,
27,,3929,0.8333909511566162,,
27,,3939,0.2815835475921631,,
27,,3949,0.31075942516326904,,
27,,3959,0.4304300546646118,,
27,,3969,0.3369234502315521,,
27,,3979,0.3619442582130432,,
27,,3989,0.3282914459705353,,
27,,3999,0.6286833882331848,,
27,,4009,0.28482234477996826,,
27,,4019,0.8928303718566895,,
27,,4029,0.3716360330581665,,
27,,4039,0.7911882400512695,,
27,,4049,0.5268107652664185,,
27,,4059,0.3534244894981384,,
27,,4059,,0.4891877770423889,4.458593368530273
,0.0009524135262330093,4060,,,
28,,4069,0.5670521259307861,,
28,,4079,0.7888241410255432,,
28,,4089,0.3432101309299469,,
28,,4099,0.8632760047912598,,
28,,4109,0.16859042644500732,,
28,,4119,0.2918383479118347,,
28,,4129,0.20610541105270386,,
28,,4139,0.42323943972587585,,
28,,4149,0.8454264402389526,,
28,,4159,0.7243254780769348,,
28,,4169,0.2709735631942749,,
28,,4179,0.5609489679336548,,
28,,4189,1.1471277475357056,,
28,,4199,0.4923348128795624,,
28,,4204,,0.4781701862812042,4.183548450469971
,0.0009490137878803073,4205,,,
29,,4209,0.3178147077560425,,
29,,4219,0.3171384334564209,,
29,,4229,1.2088927030563354,,
29,,4239,0.19062192738056183,,
29,,4249,0.23443862795829773,,
29,,4259,0.7373435497283936,,
29,,4269,0.4371345043182373,,
29,,4279,0.46437034010887146,,
29,,4289,0.2354448437690735,,
29,,4299,0.3608965277671814,,
29,,4309,0.5680099725723267,,
29,,4319,0.6319284439086914,,
29,,4329,0.24592025578022003,,
29,,4339,0.8330433964729309,,
29,,4349,0.31259679794311523,,
29,,4349,,0.473602831363678,4.453638076782227
,0.0009455032620941834,4350,,,
30,,4359,1.1317059993743896,,
30,,4369,0.35135290026664734,,
30,,4379,0.34526365995407104,,
30,,4389,0.4435308575630188,,
30,,4399,0.4624813199043274,,
30,,4409,0.4124659597873688,,
30,,4419,0.604437530040741,,
30,,4429,0.30155348777770996,,
30,,4439,0.30649447441101074,,
30,,4449,0.3081269860267639,,
30,,4459,1.1630847454071045,,
30,,4469,0.3007631301879883,,
30,,4479,0.617091178894043,,
30,,4489,1.2042732238769531,,
30,,4494,,0.4714296758174896,4.275303840637207
,0.0009418828150443463,4495,,,
31,,4499,0.42289096117019653,,
31,,4509,1.1031924486160278,,
31,,4519,0.3523392677307129,,
31,,4529,0.24199281632900238,,
31,,4539,0.505856990814209,,
31,,4549,0.7552280426025391,,
31,,4559,0.6167470812797546,,
31,,4569,0.35879749059677124,,
31,,4579,0.41286391019821167,,
31,,4589,0.31336843967437744,,
31,,4599,0.4099719524383545,,
31,,4609,0.26735615730285645,,
31,,4619,0.6212461590766907,,
31,,4629,0.5571833252906799,,
31,,4639,0.5237312912940979,,
31,,4639,,0.4785022437572479,4.712911605834961
,0.0009381533400219311,4640,,,
32,,4649,0.3523213863372803,,
32,,4659,0.24648118019104004,,
32,,4669,0.14564761519432068,,
32,,4679,0.2016848623752594,,
32,,4689,0.5331817269325256,,
32,,4699,1.153653860092163,,
32,,4709,0.7260626554489136,,
32,,4719,0.6596713066101074,,
32,,4729,0.5601367950439453,,
32,,4739,0.419922411441803,,
32,,4749,0.1449708789587021,,
32,,4759,0.15954837203025818,,
32,,4769,0.5114190578460693,,
32,,4779,0.3810560405254364,,
32,,4784,,0.45912855863571167,4.563894271850586
,0.0009343157572190951,4785,,,
33,,4789,0.2822874188423157,,
33,,4799,0.3439461886882782,,
33,,4809,0.2841278910636902,,
33,,4819,0.2450309693813324,,
33,,4829,0.14899712800979614,,
33,,4839,0.9080982208251953,,
33,,4849,0.34599536657333374,,
33,,4859,0.8764691948890686,,
33,,4869,1.2446773052215576,,
33,,4879,0.6873252987861633,,
33,,4889,0.6555590033531189,,
33,,4899,0.49185264110565186,,
33,,4909,0.5484558343887329,,
33,,4919,0.9774494171142578,,
33,,4929,0.05017116665840149,,
33,,4929,,0.4823979139328003,4.694502353668213
,0.0009303710135019713,4930,,,
34,,4939,0.7521123886108398,,
34,,4949,0.4271988570690155,,
34,,4959,0.5698836445808411,,
34,,4969,0.37037914991378784,,
34,,4979,0.4316369295120239,,
34,,4989,0.7130395174026489,,
34,,4999,0.26884928345680237,,
34,,5009,0.3687174320220947,,
34,,5019,0.31395259499549866,,
34,,5029,0.4656522572040558,,
34,,5039,0.6085139513015747,,
34,,5049,0.8865026235580444,,
34,,5059,0.7804309129714966,,
34,,5069,0.9405650496482849,,
34,,5074,,0.45602619647979736,4.0976457595825195
,0.0009263200821770456,5075,,,
35,,5079,0.34661149978637695,,
35,,5089,0.33105722069740295,,
35,,5099,0.6718357801437378,,
35,,5109,0.2821177840232849,,
35,,5119,0.6163001656532288,,
35,,5129,0.14766448736190796,,
35,,5139,0.2600882649421692,,
35,,5149,0.3449327051639557,,
35,,5159,0.7369495630264282,,
35,,5169,0.4175836741924286,,
35,,5179,0.8231911063194275,,
35,,5189,0.15770608186721802,,
35,,5199,0.11621119827032089,,
35,,5209,0.48408403992652893,,
35,,5219,0.24845413863658905,,
35,,5219,,0.4555237293243408,4.116396427154541
,0.000922163962751007,5220,,,
36,,5229,0.24154934287071228,,
36,,5239,0.25464874505996704,,
36,,5249,0.8683171272277832,,
36,,5259,0.6672090888023376,,
36,,5269,0.4159015715122223,,
36,,5279,0.6902806758880615,,
36,,5289,0.1701177954673767,,
36,,5299,0.43537354469299316,,
36,,5309,0.489677369594574,,
36,,5319,0.41306817531585693,,
36,,5329,0.8515981435775757,,
36,,5339,0.8179463148117065,,
36,,5349,0.5041217803955078,,
36,,5359,0.5459810495376587,,
36,,5364,,0.44919881224632263,4.109008312225342
,0.0009179036806841347,5365,,,
37,,5369,0.4763653874397278,,
37,,5379,0.3975987732410431,,
37,,5389,0.7042513489723206,,
37,,5399,0.5603940486907959,,
37,,5409,0.6261245012283325,,
37,,5419,0.7518705129623413,,
37,,5429,0.738297164440155,,
37,,5439,0.15657338500022888,,
37,,5449,1.512137770652771,,
37,,5459,0.326205849647522,,
37,,5469,0.3279190957546234,,
37,,5479,0.2431940734386444,,
37,,5489,0.45450684428215027,,
37,,5499,0.14871494472026825,,
37,,5509,1.3765888214111328,,
37,,5509,,0.4649277627468109,4.0832037925720215
,0.0009135402871372803,5510,,,
38,,5519,0.5395248532295227,,
38,,5529,0.47843214869499207,,
38,,5539,0.24595274031162262,,
38,,5549,0.8050916790962219,,
38,,5559,0.22609195113182068,,
38,,5569,0.3045666813850403,,
38,,5579,0.40221625566482544,,
38,,5589,0.07056669145822525,,
38,,5599,0.36327797174453735,,
38,,5609,0.8678145408630371,,
38,,5619,0.15823602676391602,,
38,,5629,0.14878451824188232,,
38,,5639,0.7218326330184937,,
38,,5649,0.5082126259803772,,
38,,5654,,0.4463145434856415,4.492646217346191
,0.0009090748587125112,5655,,,
39,,5659,0.8837683200836182,,
39,,5669,0.6830103993415833,,
39,,5679,0.5703698992729187,,
39,,5689,0.3685503304004669,,
39,,5699,0.2765299677848816,,
39,,5709,0.13414715230464935,,
39,,5719,0.3009011745452881,,
39,,5729,0.7056246995925903,,
39,,5739,0.45672568678855896,,
39,,5749,0.6882951259613037,,
39,,5759,0.3543964624404907,,
39,,5769,0.42021650075912476,,
39,,5779,0.09592282772064209,,
39,,5789,0.306262731552124,,
39,,5799,0.4285283088684082,,
39,,5799,,0.4456523358821869,3.8430724143981934
,0.0009045084971874732,5800,,,
40,,5809,0.46905168890953064,,
40,,5819,0.13980835676193237,,
40,,5829,0.30360037088394165,,
40,,5839,0.6448900103569031,,
40,,5849,0.23970359563827515,,
40,,5859,0.7024734020233154,,
40,,5869,0.23639799654483795,,
40,,5879,0.23611101508140564,,
40,,5889,0.3846481144428253,,
40,,5899,0.6522736549377441,,
40,,5909,0.5535871386528015,,
40,,5919,0.2981072664260864,,
40,,5929,1.0982718467712402,,
40,,5939,0.3948020935058594,,
40,,5944,,0.44734635949134827,4.626057147979736
,0.0008998423292435448,5945,,,
41,,5949,0.336885929107666,,
41,,5959,0.18820476531982422,,
41,,5969,0.6514568328857422,,
41,,5979,0.8454875946044922,,
41,,5989,0.5379445552825928,,
41,,5999,0.1985417604446411,,
41,,6009,0.4536975622177124,,
41,,6019,0.12786787748336792,,
41,,6029,0.33012768626213074,,
41,,6039,0.3208298981189728,,
41,,6049,0.5727634429931641,,
41,,6059,0.5399820804595947,,
41,,6069,0.15900804102420807,,
41,,6079,0.16344445943832397,,
41,,6089,0.15058846771717072,,
41,,6089,,0.46001285314559937,3.923030376434326
,0.0008950775061878446,6090,,,
42,,6099,0.5026756525039673,,
42,,6109,0.7066477537155151,,
42,,6119,0.14142706990242004,,
42,,6129,0.2187453806400299,,
42,,6139,0.6187355518341064,,
42,,6149,0.14879082143306732,,
42,,6159,0.11989937722682953,,
42,,6169,0.7148119211196899,,
42,,6179,0.49700406193733215,,
42,,6189,0.3392166197299957,,
42,,6199,0.4275484085083008,,
42,,6209,0.4809718728065491,,
42,,6219,0.18786095082759857,,
42,,6229,0.543694019317627,,
42,,6234,,0.45588985085487366,4.716182231903076
,0.0008902152036691643,6235,,,
43,,6239,0.4603257477283478,,
43,,6249,0.8553304672241211,,
43,,6259,0.2749490737915039,,
43,,6269,0.33507031202316284,,
43,,6279,0.1580340564250946,,
43,,6289,0.8987792730331421,,
43,,6299,0.3379901945590973,,
43,,6309,0.599821925163269,,
43,,6319,0.6183488965034485,,
43,,6329,0.29937344789505005,,
43,,6339,0.36705130338668823,,
43,,6349,0.41266900300979614,,
43,,6359,0.7581332325935364,,
43,,6369,0.5516368746757507,,
43,,6379,0.17950716614723206,,
43,,6379,,0.44957593083381653,3.9738645553588867
,0.000885256621387894,6380,,,
44,,6389,0.2744341194629669,,
44,,6399,0.5117111206054688,,
44,,6409,0.3653647005558014,,
44,,6419,0.5633230805397034,,
44,,6429,0.4752002954483032,,
44,,6439,0.5083733797073364,,
44,,6449,0.2123793214559555,,
44,,6459,0.16092708706855774,,
44,,6469,0.6229159235954285,,
44,,6479,0.364105224609375,,
44,,6489,0.3874598443508148,,
44,,6499,0.8199113607406616,,
44,,6509,0.3042367100715637,,
44,,6519,0.27598729729652405,,
44,,6524,,0.44844022393226624,4.838120937347412
,0.0008802029828000149,6525,,,
45,,6529,0.26452821493148804,,
45,,6539,0.5582044720649719,,
45,,6549,0.17602567374706268,,
45,,6559,0.20967906713485718,,
45,,6569,0.4705440402030945,,
45,,6579,0.22415845096111298,,
45,,6589,0.8458998203277588,,
45,,6599,0.34720379114151,,
45,,6609,1.2333052158355713,,
45,,6619,0.4642452001571655,,
45,,6629,0.3315861225128174,,
45,,6639,0.516485869884491,,
45,,6649,0.27044180035591125,,
45,,6659,0.2477695643901825,,
45,,6669,1.03239107131958,,
45,,6669,,0.43372488021850586,3.717278242111206
,0.0008750555348152292,6670,,,
46,,6679,0.20790979266166687,,
46,,6689,0.4821150004863739,,
46,,6699,0.14505425095558167,,
46,,6709,0.37536725401878357,,
46,,6719,0.26160967350006104,,
46,,6729,0.26280632615089417,,
46,,6739,0.22646763920783997,,
46,,6749,0.45267629623413086,,
46,,6759,0.4228893518447876,,
46,,6769,0.8344489932060242,,
46,,6779,0.46345365047454834,,
46,,6789,0.25122010707855225,,
46,,6799,0.2206830382347107,,
46,,6809,0.21179822087287903,,
46,,6814,,0.43131133913993835,3.96794056892395
,0.0008698155474893041,6815,,,
47,,6819,0.7581193447113037,,
47,,6829,1.168092966079712,,
47,,6839,0.24346141517162323,,
47,,6849,0.5954452157020569,,
47,,6859,0.1421450823545456,,
47,,6869,0.3001112639904022,,
47,,6879,0.4099564850330353,,
47,,6889,0.5122838616371155,,
47,,6899,0.23951557278633118,,
47,,6909,0.4910091459751129,,
47,,6919,0.4944368004798889,,
47,,6929,0.4525670111179352,,
47,,6939,0.3733845353126526,,
47,,6949,0.3495718240737915,,
47,,6959,0.07999901473522186,,
47,,6959,,0.44974207878112793,3.8416330814361572
,0.0008644843137107051,6960,,,
48,,6969,0.5597608089447021,,
48,,6979,0.4301610589027405,,
48,,6989,0.3279465436935425,,
48,,6999,0.2192738801240921,,
48,,7009,0.5061205625534058,,
48,,7019,0.08409827202558517,,
48,,7029,0.5676257610321045,,
48,,7039,0.41353344917297363,,
48,,7049,0.7496916055679321,,
48,,7059,0.6955475807189941,,
48,,7069,0.4390600919723511,,
48,,7079,0.33145350217819214,,
48,,7089,0.3747827112674713,,
48,,7099,0.6180559396743774,,
48,,7104,,0.4467836320400238,4.538459777832031
,0.0008590631488815938,7105,,,
